y,f0,f1,f2
0,0.0,0.0,52.37219251336899
0,0.0,52.37219251336899,32.37219251336899
0,52.37219251336899,32.37219251336899,44.37219251336899
0,32.37219251336899,44.37219251336899,72.37219251336899
0,44.37219251336899,72.37219251336899,56.37219251336899
0,72.37219251336899,56.37219251336899,80.37219251336899
0,56.37219251336899,80.37219251336899,168.372192513369
0,80.37219251336899,168.372192513369,212.372192513369
0,168.372192513369,212.372192513369,208.372192513369
0,212.372192513369,208.372192513369,180.372192513369
0,208.372192513369,180.372192513369,88.37219251336899
0,180.372192513369,88.37219251336899,44.37219251336899
0,88.37219251336899,44.37219251336899,28.372192513368987
0,44.37219251336899,28.372192513368987,-11.627807486631013
0,28.372192513368987,-11.627807486631013,-23.627807486631013
0,-11.627807486631013,-23.627807486631013,-19.627807486631013
0,-23.627807486631013,-19.627807486631013,12.372192513368987
0,-19.627807486631013,12.372192513368987,56.37219251336899
0,12.372192513368987,56.37219251336899,100.37219251336899
0,56.37219251336899,100.37219251336899,108.37219251336899
0,100.37219251336899,108.37219251336899,100.37219251336899
0,108.37219251336899,100.37219251336899,68.37219251336899
0,100.37219251336899,68.37219251336899,36.37219251336899
0,68.37219251336899,36.37219251336899,20.372192513368987
0,36.37219251336899,20.372192513368987,-11.627807486631013
0,20.372192513368987,-11.627807486631013,-7.6278074866310135
0,-11.627807486631013,-7.6278074866310135,8.372192513368987
0,-7.6278074866310135,8.372192513368987,-307.627807486631
0,8.372192513368987,-307.627807486631,-431.627807486631
0,-307.627807486631,-431.627807486631,0.3721925133689865
0,-431.627807486631,0.3721925133689865,20.372192513368987
0,0.3721925133689865,20.372192513368987,0.3721925133689865
0,20.372192513368987,0.3721925133689865,-7.6278074866310135
0,0.3721925133689865,-7.6278074866310135,8.372192513368987
0,-7.6278074866310135,8.372192513368987,24.372192513368987
0,8.372192513368987,24.372192513368987,32.37219251336899
0,24.372192513368987,32.37219251336899,4.3721925133689865
0,32.37219251336899,4.3721925133689865,4.3721925133689865
0,4.3721925133689865,4.3721925133689865,16.372192513368987
0,4.3721925133689865,16.372192513368987,16.372192513368987
0,16.372192513368987,16.372192513368987,8.372192513368987
0,16.372192513368987,8.372192513368987,4.3721925133689865
0,8.372192513368987,4.3721925133689865,-27.627807486631013
0,4.3721925133689865,-27.627807486631013,-31.627807486631013
0,-27.627807486631013,-31.627807486631013,-27.627807486631013
0,-31.627807486631013,-27.627807486631013,-19.627807486631013
0,-27.627807486631013,-19.627807486631013,-27.627807486631013
0,-19.627807486631013,-27.627807486631013,0.3721925133689865
0,-27.627807486631013,0.3721925133689865,16.372192513368987
0,0.3721925133689865,16.372192513368987,44.37219251336899
0,16.372192513368987,44.37219251336899,100.37219251336899
0,44.37219251336899,100.37219251336899,116.37219251336899
0,100.37219251336899,116.37219251336899,108.37219251336899
0,116.37219251336899,108.37219251336899,84.37219251336899
0,108.37219251336899,84.37219251336899,48.37219251336899
0,84.37219251336899,48.37219251336899,8.372192513368987
0,48.37219251336899,8.372192513368987,-19.627807486631013
0,8.372192513368987,-19.627807486631013,-15.627807486631013
0,-19.627807486631013,-15.627807486631013,-19.627807486631013
0,-15.627807486631013,-19.627807486631013,-23.627807486631013
0,-19.627807486631013,-23.627807486631013,-27.627807486631013
0,-23.627807486631013,-27.627807486631013,-43.62780748663101
0,-27.627807486631013,-43.62780748663101,-51.62780748663101
0,-43.62780748663101,-51.62780748663101,-51.62780748663101
0,-51.62780748663101,-51.62780748663101,-75.62780748663101
0,-51.62780748663101,-75.62780748663101,-83.62780748663101
0,-75.62780748663101,-83.62780748663101,-79.62780748663101
0,-83.62780748663101,-79.62780748663101,-67.62780748663101
0,-79.62780748663101,-67.62780748663101,-47.62780748663101
0,-67.62780748663101,-47.62780748663101,-27.627807486631013
0,-47.62780748663101,-27.627807486631013,0.3721925133689865
0,-27.627807486631013,0.3721925133689865,0.3721925133689865
0,0.3721925133689865,0.3721925133689865,16.372192513368987
0,0.3721925133689865,16.372192513368987,28.372192513368987
0,16.372192513368987,28.372192513368987,-31.627807486631013
0,28.372192513368987,-31.627807486631013,-407.627807486631
0,-31.627807486631013,-407.627807486631,-395.627807486631
0,-407.627807486631,-395.627807486631,-63.62780748663101
0,-395.627807486631,-63.62780748663101,-75.62780748663101
0,-63.62780748663101,-75.62780748663101,-51.62780748663101
0,-75.62780748663101,-51.62780748663101,-35.62780748663101
0,-51.62780748663101,-35.62780748663101,48.37219251336899
0,-35.62780748663101,48.37219251336899,-519.627807486631
0,48.37219251336899,-519.627807486631,-543.627807486631
0,-519.627807486631,-543.627807486631,-423.627807486631
0,-543.627807486631,-423.627807486631,-303.627807486631
0,-423.627807486631,-303.627807486631,584.372192513369
0,-303.627807486631,584.372192513369,224.372192513369
0,584.372192513369,224.372192513369,-567.627807486631
0,224.372192513369,-567.627807486631,696.372192513369
0,-567.627807486631,696.372192513369,-399.627807486631
0,696.372192513369,-399.627807486631,-275.627807486631
0,-399.627807486631,-275.627807486631,80.37219251336899
0,-275.627807486631,80.37219251336899,-115.62780748663101
0,80.37219251336899,-115.62780748663101,-379.627807486631
0,-115.62780748663101,-379.627807486631,-491.627807486631
0,-379.627807486631,-491.627807486631,-383.627807486631
0,-491.627807486631,-383.627807486631,48.37219251336899
0,-383.627807486631,48.37219251336899,88.37219251336899
0,48.37219251336899,88.37219251336899,984.372192513369
0,88.37219251336899,984.372192513369,140.372192513369
0,984.372192513369,140.372192513369,88.37219251336899
0,140.372192513369,88.37219251336899,108.37219251336899
0,88.37219251336899,108.37219251336899,96.37219251336899
0,108.37219251336899,96.37219251336899,80.37219251336899
0,96.37219251336899,80.37219251336899,72.37219251336899
0,80.37219251336899,72.37219251336899,72.37219251336899
0,72.37219251336899,72.37219251336899,72.37219251336899
0,72.37219251336899,72.37219251336899,100.37219251336899
0,72.37219251336899,100.37219251336899,120.37219251336899
0,100.37219251336899,120.37219251336899,-63.62780748663101
0,120.37219251336899,-63.62780748663101,72.37219251336899
0,-63.62780748663101,72.37219251336899,72.37219251336899
0,72.37219251336899,72.37219251336899,76.37219251336899
0,72.37219251336899,76.37219251336899,-51.62780748663101
0,76.37219251336899,-51.62780748663101,-619.627807486631
0,-51.62780748663101,-619.627807486631,44.37219251336899
0,-619.627807486631,44.37219251336899,52.37219251336899
0,44.37219251336899,52.37219251336899,40.37219251336899
0,52.37219251336899,40.37219251336899,28.372192513368987
0,40.37219251336899,28.372192513368987,48.37219251336899
0,28.372192513368987,48.37219251336899,100.37219251336899
0,48.37219251336899,100.37219251336899,72.37219251336899
0,100.37219251336899,72.37219251336899,100.37219251336899
0,72.37219251336899,100.37219251336899,120.37219251336899
0,100.37219251336899,120.37219251336899,136.372192513369
0,120.37219251336899,136.372192513369,108.37219251336899
0,136.372192513369,108.37219251336899,140.372192513369
0,108.37219251336899,140.372192513369,156.372192513369
0,140.372192513369,156.372192513369,136.372192513369
0,156.372192513369,136.372192513369,120.37219251336899
0,136.372192513369,120.37219251336899,128.372192513369
0,120.37219251336899,128.372192513369,132.372192513369
0,128.372192513369,132.372192513369,108.37219251336899
0,132.372192513369,108.37219251336899,124.37219251336899
0,108.37219251336899,124.37219251336899,148.372192513369
0,124.37219251336899,148.372192513369,152.372192513369
0,148.372192513369,152.372192513369,120.37219251336899
0,152.372192513369,120.37219251336899,96.37219251336899
0,120.37219251336899,96.37219251336899,104.37219251336899
0,96.37219251336899,104.37219251336899,124.37219251336899
0,104.37219251336899,124.37219251336899,72.37219251336899
0,124.37219251336899,72.37219251336899,40.37219251336899
0,72.37219251336899,40.37219251336899,92.37219251336899
0,40.37219251336899,92.37219251336899,24.372192513368987
0,92.37219251336899,24.372192513368987,104.37219251336899
0,24.372192513368987,104.37219251336899,104.37219251336899
0,104.37219251336899,104.37219251336899,108.37219251336899
0,104.37219251336899,108.37219251336899,116.37219251336899
0,108.37219251336899,116.37219251336899,84.37219251336899
0,116.37219251336899,84.37219251336899,72.37219251336899
0,84.37219251336899,72.37219251336899,48.37219251336899
0,72.37219251336899,48.37219251336899,56.37219251336899
0,48.37219251336899,56.37219251336899,60.37219251336899
0,56.37219251336899,60.37219251336899,68.37219251336899
0,60.37219251336899,68.37219251336899,84.37219251336899
0,68.37219251336899,84.37219251336899,96.37219251336899
0,84.37219251336899,96.37219251336899,108.37219251336899
0,96.37219251336899,108.37219251336899,76.37219251336899
0,108.37219251336899,76.37219251336899,124.37219251336899
0,76.37219251336899,124.37219251336899,116.37219251336899
0,124.37219251336899,116.37219251336899,128.372192513369
0,116.37219251336899,128.372192513369,92.37219251336899
0,128.372192513369,92.37219251336899,140.372192513369
0,92.37219251336899,140.372192513369,192.372192513369
0,140.372192513369,192.372192513369,212.372192513369
0,192.372192513369,212.372192513369,216.372192513369
0,212.372192513369,216.372192513369,152.372192513369
0,216.372192513369,152.372192513369,168.372192513369
0,152.372192513369,168.372192513369,168.372192513369
0,168.372192513369,168.372192513369,168.372192513369
0,168.372192513369,168.372192513369,136.372192513369
0,168.372192513369,136.372192513369,112.37219251336899
0,136.372192513369,112.37219251336899,120.37219251336899
0,112.37219251336899,120.37219251336899,144.372192513369
0,120.37219251336899,144.372192513369,92.37219251336899
0,144.372192513369,92.37219251336899,84.37219251336899
0,92.37219251336899,84.37219251336899,-403.627807486631
0,84.37219251336899,-403.627807486631,-231.627807486631
0,-403.627807486631,-231.627807486631,88.37219251336899
0,-231.627807486631,88.37219251336899,-259.627807486631
0,88.37219251336899,-259.627807486631,-407.627807486631
0,-259.627807486631,-407.627807486631,-511.627807486631
0,-407.627807486631,-511.627807486631,-71.62780748663101
0,-511.627807486631,-71.62780748663101,84.37219251336899
0,-71.62780748663101,84.37219251336899,40.37219251336899
0,84.37219251336899,40.37219251336899,52.37219251336899
0,40.37219251336899,52.37219251336899,48.37219251336899
0,52.37219251336899,48.37219251336899,28.372192513368987
0,48.37219251336899,28.372192513368987,36.37219251336899
0,28.372192513368987,36.37219251336899,56.37219251336899
0,36.37219251336899,56.37219251336899,40.37219251336899
0,56.37219251336899,40.37219251336899,72.37219251336899
0,40.37219251336899,72.37219251336899,132.372192513369
0,72.37219251336899,132.372192513369,176.372192513369
0,132.372192513369,176.372192513369,172.372192513369
0,176.372192513369,172.372192513369,208.372192513369
0,172.372192513369,208.372192513369,236.372192513369
0,208.372192513369,236.372192513369,212.372192513369
0,236.372192513369,212.372192513369,172.372192513369
0,212.372192513369,172.372192513369,120.37219251336899
0,172.372192513369,120.37219251336899,132.372192513369
0,120.37219251336899,132.372192513369,172.372192513369
0,132.372192513369,172.372192513369,176.372192513369
0,172.372192513369,176.372192513369,104.37219251336899
0,176.372192513369,104.37219251336899,132.372192513369
0,104.37219251336899,132.372192513369,104.37219251336899
0,132.372192513369,104.37219251336899,100.37219251336899
0,104.37219251336899,100.37219251336899,940.372192513369
0,100.37219251336899,940.372192513369,84.37219251336899
0,940.372192513369,84.37219251336899,884.372192513369
0,84.37219251336899,884.372192513369,52.37219251336899
0,884.372192513369,52.37219251336899,60.37219251336899
0,52.37219251336899,60.37219251336899,48.37219251336899
0,60.37219251336899,48.37219251336899,100.37219251336899
0,48.37219251336899,100.37219251336899,-107.62780748663101
0,100.37219251336899,-107.62780748663101,-631.627807486631
0,-107.62780748663101,-631.627807486631,72.37219251336899
0,-631.627807486631,72.37219251336899,76.37219251336899
0,72.37219251336899,76.37219251336899,64.37219251336899
0,76.37219251336899,64.37219251336899,48.37219251336899
0,64.37219251336899,48.37219251336899,64.37219251336899
0,48.37219251336899,64.37219251336899,72.37219251336899
0,64.37219251336899,72.37219251336899,64.37219251336899
0,72.37219251336899,64.37219251336899,44.37219251336899
0,64.37219251336899,44.37219251336899,84.37219251336899
0,44.37219251336899,84.37219251336899,96.37219251336899
0,84.37219251336899,96.37219251336899,152.372192513369
0,96.37219251336899,152.372192513369,140.372192513369
0,152.372192513369,140.372192513369,108.37219251336899
0,140.372192513369,108.37219251336899,140.372192513369
0,108.37219251336899,140.372192513369,164.372192513369
0,140.372192513369,164.372192513369,424.372192513369
0,164.372192513369,424.372192513369,-499.627807486631
0,424.372192513369,-499.627807486631,-611.627807486631
0,-499.627807486631,-611.627807486631,1096.372192513369
0,-611.627807486631,1096.372192513369,-359.627807486631
0,1096.372192513369,-359.627807486631,-307.627807486631
0,-359.627807486631,-307.627807486631,-307.627807486631
0,-307.627807486631,-307.627807486631,-383.627807486631
0,-307.627807486631,-383.627807486631,32.37219251336899
0,-383.627807486631,32.37219251336899,836.372192513369
0,32.37219251336899,836.372192513369,72.37219251336899
0,836.372192513369,72.37219251336899,72.37219251336899
0,72.37219251336899,72.37219251336899,92.37219251336899
0,72.37219251336899,92.37219251336899,124.37219251336899
0,92.37219251336899,124.37219251336899,76.37219251336899
0,124.37219251336899,76.37219251336899,76.37219251336899
0,76.37219251336899,76.37219251336899,96.37219251336899
0,76.37219251336899,96.37219251336899,-431.627807486631
0,96.37219251336899,-431.627807486631,-235.627807486631
0,-431.627807486631,-235.627807486631,-167.627807486631
0,-235.627807486631,-167.627807486631,-547.627807486631
0,-167.627807486631,-547.627807486631,36.37219251336899
0,-547.627807486631,36.37219251336899,104.37219251336899
0,36.37219251336899,104.37219251336899,4.3721925133689865
0,104.37219251336899,4.3721925133689865,60.37219251336899
0,4.3721925133689865,60.37219251336899,72.37219251336899
0,60.37219251336899,72.37219251336899,96.37219251336899
0,72.37219251336899,96.37219251336899,84.37219251336899
0,96.37219251336899,84.37219251336899,44.37219251336899
0,84.37219251336899,44.37219251336899,-547.627807486631
0,44.37219251336899,-547.627807486631,-211.627807486631
0,-547.627807486631,-211.627807486631,8.372192513368987
0,-211.627807486631,8.372192513368987,-19.627807486631013
0,8.372192513368987,-19.627807486631013,-31.627807486631013
0,-19.627807486631013,-31.627807486631013,-43.62780748663101
0,-31.627807486631013,-43.62780748663101,-55.62780748663101
0,-43.62780748663101,-55.62780748663101,-51.62780748663101
0,-55.62780748663101,-51.62780748663101,-55.62780748663101
0,-51.62780748663101,-55.62780748663101,-47.62780748663101
0,-55.62780748663101,-47.62780748663101,-59.62780748663101
0,-47.62780748663101,-59.62780748663101,-59.62780748663101
0,-59.62780748663101,-59.62780748663101,-55.62780748663101
0,-59.62780748663101,-55.62780748663101,-47.62780748663101
0,-55.62780748663101,-47.62780748663101,-59.62780748663101
0,-47.62780748663101,-59.62780748663101,-55.62780748663101
0,-59.62780748663101,-55.62780748663101,-47.62780748663101
0,-55.62780748663101,-47.62780748663101,-43.62780748663101
0,-47.62780748663101,-43.62780748663101,-51.62780748663101
0,-43.62780748663101,-51.62780748663101,-27.627807486631013
